,SS3_mESC_p1_A1_S1,SS3_mESC_p1_E1_S5,SS3_mESC_p1_C3_S19,SS3_mESC_p1_F2_S14,SS3_mESC_p1_A3_S17,SS3_mESC_p1_G2_S15,SS3_mESC_p1_G1_S7,SS3_mESC_p1_C1_S3,SS3_mESC_p1_B1_S2,SS3_mESC_p1_D2_S12,SS3_mESC_p1_D1_S4,SS3_mESC_p1_A2_S9,SS3_mESC_p1_H1_S8,SS3_mESC_p1_E2_S13,SS3_mESC_p1_B2_S10,SS3_mESC_p1_C2_S11,SS3_mESC_p1_B3_S18,SS3_mESC_p1_H2_S16,SS3_mESC_p1_F1_S6,SS3_mESC_p1_E3_S21,SS3_mESC_p1_D3_S20,SS3_mESC_p1_G3_S23,SS3_mESC_p1_F3_S22,SS3_mESC_p1_D4_S28,SS3_mESC_p1_A4_S25,SS3_mESC_p1_C4_S27,SS3_mESC_p1_H3_S24,SS3_mESC_p1_F4_S30,SS3_mESC_p1_A5_S33,SS3_mESC_p1_E5_S37,SS3_mESC_p1_C5_S35,SS3_mESC_p1_G4_S31,SS3_mESC_p1_B4_S26,SS3_mESC_p1_D5_S36,SS3_mESC_p1_B5_S34,SS3_mESC_p1_H4_S32,SS3_mESC_p1_F5_S38,SS3_mESC_p1_E4_S29,SS3_mESC_p1_G5_S39,SS3_mESC_p1_H5_S40,SS3_mESC_p1_B6_S42,SS3_mESC_p1_F7_S54,SS3_mESC_p1_A6_S41,SS3_mESC_p1_D6_S44,SS3_mESC_p1_G6_S47,SS3_mESC_p1_H6_S48,SS3_mESC_p1_E6_S45,SS3_mESC_p1_C6_S43,SS3_mESC_p1_B7_S50,SS3_mESC_p1_C7_S51,SS3_mESC_p1_A7_S49,SS3_mESC_p1_F6_S46,SS3_mESC_p1_D7_S52,SS3_mESC_p1_E7_S53,SS3_mESC_p1_G7_S55,SS3_mESC_p1_H7_S56,SS3_mESC_p1_A8_S57,SS3_mESC_p1_B8_S58,SS3_mESC_p1_C8_S59,SS3_mESC_p1_D8_S60,SS3_mESC_p1_E8_S61,SS3_mESC_p1_F8_S62,SS3_mESC_p1_A9_S65,SS3_mESC_p1_D9_S68,SS3_mESC_p1_H9_S72,SS3_mESC_p1_B9_S66,SS3_mESC_p1_F9_S70,SS3_mESC_p1_A10_S73,SS3_mESC_p1_G9_S71,SS3_mESC_p1_G8_S63,SS3_mESC_p1_H8_S64,SS3_mESC_p1_C9_S67,SS3_mESC_p1_E9_S69,SS3_mESC_p1_B10_S74,SS3_mESC_p1_G10_S79,SS3_mESC_p1_D10_S76,SS3_mESC_p1_C10_S75,SS3_mESC_p1_H10_S80,SS3_mESC_p1_E10_S77,SS3_mESC_p1_F10_S78,SS3_mESC_p1_B11_S82,SS3_mESC_p1_C11_S83,SS3_mESC_p1_A11_S81,SS3_mESC_p1_D11_S84,SS3_mESC_p1_E11_S85,SS3_mESC_p1_F11_S86,SS3_mESC_p1_H11_S88,SS3_mESC_p1_A12_S89,SS3_mESC_p1_G11_S87,SS3_mESC_p1_C12_S91,SS3_mESC_p1_D12_S92,SS3_mESC_p1_B12_S90,SS3_mESC_p1_E12_S93,SS3_mESC_p1_F12_S94
Idh3a,1,1,1,3,0,2,2,1,3,3,2,0,0,3,1,0,3,3,0,0,1,2,1,1,1,0,3,1,3,0,3,1,3,1,5,1,2,4,1,1,1,1,7,2,1,1,3,3,0,3,5,2,2,2,0,1,1,1,1,1,1,2,1,1,1,2,0,0,0,1,0,0,4,5,0,2,1,3,1,3,1,1,1,1,1,1,4,0,2,1,2,2,2,1
Idh3b,10,6,15,4,0,4,3,6,9,3,9,0,1,7,11,1,5,3,14,5,3,7,4,1,12,2,4,6,3,5,15,2,1,5,2,7,1,14,3,2,1,4,1,9,0,4,5,14,1,4,5,5,8,12,2,2,2,4,0,1,13,6,6,0,5,2,1,5,0,5,8,5,3,5,7,9,7,9,10,5,2,6,0,0,3,0,8,3,4,3,4,1,6,7
Idh3g,5,4,10,13,1,18,8,20,22,15,9,10,5,10,2,11,9,10,25,7,16,13,12,8,16,1,4,15,8,4,11,6,4,20,5,21,8,22,9,11,4,8,15,8,10,5,6,15,6,17,11,18,26,23,17,8,26,18,22,3,23,12,11,7,19,19,12,10,10,7,19,6,24,24,7,23,8,23,2,18,20,22,14,9,27,1,10,6,16,13,9,11,12,4
Idi1,,0,0,,0,,0,,,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,,1,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,,,0,1,0,0,0,,,,0,0,,,0,,1,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,,,,0,0,,0
Ido2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Idua,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ier2,6,0,6,3,0,5,1,5,16,7,3,1,4,4,,1,,3,8,6,5,2,2,3,9,2,0,11,6,0,4,1,2,12,8,0,1,8,11,0,6,0,5,2,2,7,0,4,2,0,3,14,7,4,3,1,3,3,4,8,1,12,3,1,,8,3,6,0,2,8,11,9,9,3,1,5,8,0,2,10,10,9,0,22,0,2,8,2,0,,7,8,0
Ier3ip1,0,5,11,4,,4,1,1,6,0,0,5,1,6,3,0,5,8,7,16,7,1,5,0,7,,3,10,7,2,3,6,0,4,4,14,1,4,7,3,0,2,1,4,13,0,7,11,2,11,0,5,2,1,6,5,4,2,4,3,1,5,2,8,14,9,2,6,3,6,3,0,8,8,1,14,2,3,4,5,7,9,0,3,7,1,14,3,4,3,0,6,2,8
Ier5,0,0,0,0,4,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,,,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iffo1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,,0,0,0,,0,0,0,0,0,1,,0,1,0,2,0,0,,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iffo2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,,,0,0,0,0,0,0,0,0,,0,0,0,0
Ifi27l2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifi35,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,3,0,1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,5,1
Ifitm1,2,6,7,10,3,10,14,4,18,10,0,0,14,9,0,9,0,3,11,3,8,0,7,6,3,0,3,2,21,15,15,5,6,14,25,13,12,7,10,3,4,3,9,9,12,10,5,5,5,8,12,1,8,9,14,4,9,2,3,11,12,8,3,4,8,7,14,5,11,14,6,0,9,11,1,7,14,2,3,27,26,22,2,1,11,10,33,0,1,0,0,19,8,3
Ifitm3,11,6,4,4,0,10,7,17,16,18,4,11,12,6,17,15,5,3,9,10,12,6,5,3,7,2,8,11,14,13,9,8,5,15,9,11,1,6,6,2,9,2,22,4,3,9,12,4,10,11,10,10,6,8,11,13,8,2,22,6,2,15,8,15,16,15,13,4,11,5,3,3,4,21,10,11,4,21,6,17,3,11,10,7,18,3,5,2,13,7,2,5,6,12
Ifnar1,0,2,2,1,1,1,0,0,1,2,1,1,0,0,0,,0,,5,0,4,0,0,0,1,0,1,,0,0,1,,2,1,0,0,1,0,0,2,,0,0,0,2,1,4,4,0,3,0,0,2,0,1,1,0,0,0,1,10,1,1,1,2,3,2,0,1,0,0,1,4,1,0,3,1,,1,1,0,0,6,5,0,0,1,0,1,1,0,0,0,1
Ifnar2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,2,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,
Ifngr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifngr2,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2,3,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,,1,1,0,1,1,0,0,0,0,1,2,0,1,0,0,1,1,0,0,,2,0,0,0,0,0
Ifrd1,1,1,0,0,0,0,0,3,3,0,0,0,1,1,0,2,0,4,4,0,2,0,3,1,1,,0,0,0,,0,0,1,1,0,0,1,2,5,0,2,0,1,0,0,0,0,,2,0,1,3,5,6,0,2,1,0,1,1,1,6,3,0,4,0,0,0,0,0,0,0,2,3,1,0,0,0,0,1,0,0,1,1,0,0,1,2,1,2,5,0,0,2
Ift122,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Ift140,0,0,0,0,,0,0,0,0,1,0,0,0,,4,0,,1,0,0,,0,,0,,2,0,1,,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,1,,0,,0,1,,0,0,1,0,1,0,,0,,,5,0,,,0,0,,0,,2,,0,,0,,0,0,2,0,,3,0,0,0,0,,
Ift172,0,0,0,0,1,0,0,1,0,,0,1,0,1,,1,0,0,0,1,,0,0,0,0,,1,0,0,0,0,0,1,,0,0,0,2,0,1,0,3,0,0,0,0,2,2,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,0,4,1,,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Ift27,1,2,1,0,1,1,0,3,0,3,0,1,0,2,0,1,0,3,3,2,2,2,0,1,1,0,0,2,0,1,,1,0,1,0,0,0,1,0,0,3,1,1,0,1,0,1,2,0,0,0,0,1,0,1,0,1,1,0,1,4,0,2,0,4,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,3,2
Ift46,0,1,5,2,0,0,1,1,1,2,5,1,2,0,0,2,5,2,1,1,3,4,0,1,0,0,0,1,1,6,0,1,1,0,4,0,2,4,2,1,0,1,0,1,2,0,1,7,0,3,2,2,1,0,1,1,1,3,0,1,1,3,0,1,3,1,1,0,1,1,1,1,0,2,1,5,4,4,0,0,1,2,1,0,1,1,0,2,1,2,1,4,1,0
Ift52,1,0,0,1,1,1,,0,0,0,4,1,1,0,2,1,1,1,1,0,2,0,1,0,0,0,0,1,0,1,0,0,4,0,1,0,3,6,1,1,2,1,1,2,3,2,1,0,2,4,0,1,0,0,1,1,0,1,0,2,2,1,0,3,1,1,0,0,1,2,1,5,1,1,1,2,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0
Ift57,0,,0,0,0,0,0,1,,0,1,0,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0
Ift74,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,,0,2,0,,0,0,,0,0,0,2,0,0,1,1,,1,1,1,0,1,1,0,2,0,0,0,2,1,0,,1,0,2,5,4,1,0,0,4,0,1,0,0,3,0,1,1,0,1,0,3,1,3,0,0,7,,0,1,0,,3,0,0,0,0,1
Ift80,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Ift81,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
Ift88,0,0,0,,3,0,0,0,1,0,1,0,0,1,1,,0,0,3,1,0,0,0,1,0,2,1,,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,2,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,1,2,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0,0
Igbp1,3,13,2,0,2,3,0,2,2,3,6,0,,4,6,6,2,7,3,3,3,2,0,0,8,,,6,2,3,6,5,0,2,5,8,5,12,1,0,3,,6,1,3,0,6,1,3,,1,,4,0,12,0,0,5,9,6,7,5,4,2,,,2,6,,5,,0,5,1,2,8,5,5,0,6,,12,0,,3,,3,,5,,4,0,,4
Igf1r,,1,0,1,,2,1,0,0,,,3,0,1,11,1,,2,1,0,2,1,0,0,5,1,,0,1,0,,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,3,0,0,2,2,1,0,0,0,1,3,1,1,,0,1,1,2,1,0,1,1,1,,0,1,2,1,0,0,5,,0,3,1,1,1,1,0,1,1,,1,1,0,0,0
Igf2bp1,8,12,15,4,1,7,7,10,6,16,15,5,3,8,14,14,15,14,15,10,15,10,14,7,18,4,3,18,18,2,22,4,9,19,7,12,10,20,18,12,1,3,16,9,9,5,19,9,17,33,9,10,13,25,12,1,14,18,9,8,18,11,12,15,14,14,9,15,8,9,17,8,22,22,9,23,18,37,12,9,8,6,2,10,10,7,9,5,22,10,9,7,19,7
Igf2bp2,2,6,2,2,0,1,3,2,0,4,4,1,0,5,0,10,0,1,1,5,9,3,1,7,0,4,0,3,0,4,3,2,10,3,5,2,5,5,2,1,0,6,1,7,3,5,1,2,2,0,1,4,6,6,3,2,4,7,1,6,3,1,10,7,0,2,0,2,1,5,5,2,2,0,5,1,0,0,3,2,2,0,,0,1,4,1,2,1,2,6,,9,5
Igf2bp3,9,,3,3,8,3,8,4,5,16,8,4,11,6,8,14,1,16,9,2,8,6,6,2,19,0,4,15,8,6,7,6,4,11,5,9,12,10,10,6,9,3,11,6,10,5,12,26,0,17,18,19,17,3,8,3,13,11,5,5,3,15,7,7,23,6,4,4,2,15,8,6,18,16,12,16,22,10,9,2,5,16,11,9,12,5,12,8,11,18,2,7,12,0
Igf2r,,0,,0,1,1,,0,0,0,0,,0,,0,0,0,0,,0,0,,0,2,0,1,,0,0,0,4,1,,,0,0,2,0,0,0,2,0,1,0,0,0,0,4,0,,0,1,0,0,0,,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,6,0,,1,0,0,0,0,0,,0,3,0,0,0,0
Igfbp2,4,0,4,2,0,14,3,5,7,10,11,8,7,2,0,5,6,5,10,5,5,1,0,8,11,,2,10,1,5,4,4,5,11,6,1,5,2,2,12,2,2,9,0,,2,5,0,6,9,12,3,0,12,5,3,2,11,4,4,17,5,1,3,1,9,1,4,2,4,3,1,1,6,0,12,0,8,0,5,1,0,6,1,7,0,0,7,3,8,7,6,11,4
Igfbp3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,6,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Igfbp4,0,0,0,0,0,0,0,0,0,0,0,4,,0,2,0,0,0,5,2,0,1,0,0,0,0,1,0,0,1,0,0,2,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
Igfbp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbpl1,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0
Ighmbp2,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,0,,0,0,0,0,0,0,0,0,0,2,0,1,0,0,,0,,2,,0,0,,0,0,0,0,0,0,0,,0,,1,0,0,0,,0,0,,0,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,0
Igll1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igsf3,1,1,1,5,3,1,1,2,1,1,0,9,1,2,1,2,3,1,2,1,0,2,1,3,0,0,1,1,1,6,2,4,1,5,2,2,0,3,1,1,1,1,5,1,2,1,1,2,1,7,0,1,1,2,1,0,1,1,1,5,1,0,4,1,2,5,1,1,1,1,1,4,1,1,2,1,2,3,1,1,1,0,2,1,1,1,1,1,2,2,1,1,2,1
Igsf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igsf8,0,0,0,1,0,,0,0,0,0,0,1,1,1,0,,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,2,2,0,4,0,2,1,6,1,0,0,0,0,1,0,0,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,0,0,0,1
Igsf9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
Ik,5,8,10,0,0,5,7,14,9,12,6,0,6,1,8,3,12,6,2,13,10,6,2,0,6,0,12,4,13,4,19,7,1,2,8,23,5,6,8,1,5,0,0,3,5,6,11,4,8,1,7,13,4,8,0,6,8,10,9,2,6,0,4,2,11,18,5,7,7,5,8,7,15,8,5,2,4,2,11,12,7,6,0,2,15,4,1,13,7,1,12,6,1,1
Ikbip,1,1,2,0,0,1,0,1,0,1,1,0,0,0,0,3,1,3,3,1,1,1,,0,1,0,3,1,1,1,1,0,1,0,0,,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,,1,0,1,0,0,0,0,1,2,1,0,0,1,1,0,2,1,0,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,0,0,0,1,0
Ikbkap,1,2,2,0,0,2,1,5,6,1,4,3,0,1,1,4,2,8,3,1,6,1,1,2,1,4,0,5,4,0,1,1,0,5,3,2,9,1,1,1,2,4,3,1,1,4,11,1,2,0,5,5,0,4,4,3,4,0,2,4,3,4,2,0,3,12,1,2,0,0,5,0,1,8,1,4,3,6,0,1,1,5,0,3,1,1,4,2,3,1,4,1,3,6
Ikbkb,0,0,0,0,0,0,0,5,5,1,5,6,1,4,2,0,2,3,0,4,2,5,0,3,2,3,3,1,4,1,1,0,0,0,7,3,0,0,1,,4,2,0,0,2,0,3,4,0,0,3,5,0,6,1,,1,8,,2,6,4,1,0,4,7,0,2,3,4,4,3,1,0,0,2,2,2,5,7,0,6,1,2,3,3,1,,0,1,4,3,0,1
Ikbke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ikbkg,0,0,1,1,1,0,1,,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,2,0,0,1,1,3,1,0,1,1,2,1,0,1,1,0,0,1,2,1,0,4,1,0,3,,1,0,2,1,1,0,1,1,2,1,0,0,1,0,0,1,0,1,3,1,1,1,0,0,1,0,1,0,1,1,1,2,0,3,0,0,1,0,0,1,1
Ikzf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikzf2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikzf5,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,,,0,0,0,0,,1,,0,,,0,0,0,0,0,0,0,,0,,0,,0,1,0,0,0,0,,0,0,4,0,,0,,,0,0,1,0,1,0,0,0,1,,0,1,0,,0,0,,,1,0,,,,,,0,,1
Il10rb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Il11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Il12rb2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Il13ra1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
Il15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
