,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140,mu_141,mu_142,mu_143,mu_144,mu_145,mu_146,mu_147,mu_148,mu_149,mu_150,mu_151,mu_152,mu_153
427,[1],"[0.4580107231296747, 1.0]","[0.0, 0.6764976879390084]","[0.0, 0.6231084520411178]","[0.0, 0.7393916053942212]","[0.0, 0.6449905584265194]","[0.0, 0.47690795292411986]","[0.0, 0.5475137081380897]","[0.0, 0.30256058401275093]","[0.0, 0.22753640010014806]","[0.0, 0.19133455502138177]","[0.0, 0.1701567632654735]","[0.0, 0.15585015857581522]","[0.0, 0.1475380705213413]","[0.0, 0.1427625584873894]","[0.0, 0.14034167523953875]","[0.0, 0.14049036726862416]","[0.0, 0.14351423884613396]","[0.0, 0.15012191376463185]","[0.0, 0.16157880702668576]","[0.0, 0.18025511246420145]","[0.0, 0.21060157609940833]","[0.0, 0.22117372320648712]","[0.0, 0.21816790273063272]","[0.0, 0.21589556323802295]","[0.0, 0.21445903133989658]","[0.0, 0.213689209760907]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,[1],"[0.5957446858055389, 1.0]","[0.0, 0.9105699637064405]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9005549217417784]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,[1],"[2.234042558204104, 1.0]","[0.0, 0.8172730201539634]","[0.0, 0.6745193616736568]","[0.0, 0.7099371225487247]","[0.0, 0.7675932876745618]","[0.0, 0.8281064675445774]","[0.0, 0.8762695887520743]","[0.0, 0.9065114885121635]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,[1],"[0.19248460316738628, 1.0]","[0.0, 0.9353582623918716]","[0.0, 0.9164068849762136]","[0.0, 0.9437268994299332]","[0.0, 0.9449736555343718]","[0.0, 0.9576003244853893]","[0.0, 0.9138246495063758]","[0.0, 0.7761941075909586]","[0.0, 0.6188220935276607]","[0.0, 0.43057478357261736]","[0.0, 0.3552206347195437]","[0.0, 0.3149449540985692]","[0.0, 0.29087735357578803]","[0.0, 0.275980713826684]","[0.0, 0.26701703682302697]","[0.0, 0.26204902724088747]","[0.0, 0.2596614778093313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,[1],"[0.6547787662786725, 1.0]","[0.25784232902637116, 0.9398909825050211]","[0.0, 0.6749302186881553]","[0.0, 0.5162927062432898]","[0.0, 0.4158614001978933]","[0.0, 0.37082509551062126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,[1],"[1.266666671632254, 1.0]","[0.0, 0.8069330937383792]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,[1],"[0.6854164445762932, 1.0]","[0.0, 0.7273886925747705]","[0.0, 0.7432593873123624]","[0.0, 0.891188943279707]","[0.0, 0.976122934312739]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,[1],"[2.414024395195394, 1.0]","[0.0, 0.757666132384285]","[0.0, 0.7082178307560031]","[0.0, 0.8131850318628877]","[0.0, 0.9828058916419637]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,[1],"[1.379500004952372, 1.0]","[0.0, 0.7234487387480139]","[0.0, 0.7284048536643297]","[0.0, 0.9658844246667083]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,[1],"[2.3493750049522117, 1.0]","[0.0, 0.3756451183825484]","[0.28857207599264956, 0.9493229742988667]","[0.0, 0.4849351294811425]","[0.0, 0.5374345147062489]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,[1],"[0.9609519938311614, 1.0]","[0.17904761904761926, 0.8794848855348234]","[0.0, 0.6308970190420807]","[0.0, 0.6589625389404217]","[0.0, 0.6224845848838125]","[0.0, 0.5431577470873319]","[0.0, 0.49946593427000774]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,[1],"[1.0379807741824216, 1.0]","[0.0, 0.8122793463656869]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,[1],"[1.4573074292958803, 1.0]","[0.0, 0.35763069920467394]","[0.0, 0.22162657296627072]","[0.0, 0.11183643154110193]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,[1],"[1.6792452880016626, 1.0]","[0.0, 0.9740650951057125]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,[1],"[1.0638297921853872, 1.0]","[0.0, 0.7908475010033219]","[0.0, 0.8434697122631765]","[0.0, 0.9174344746638395]","[0.0, 0.5012044881327001]","[0.0, 0.7320772041393597]","[0.0, 0.7093381599252525]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,[1],"[0.8102806161703066, 1.0]","[0.0, 0.3434892048292231]","[0.0, 0.3388116063986738]","[0.0, 0.6097663902368549]","[0.0, 0.792703045107535]","[0.0, 0.9608102095784766]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,[1],"[2.2000000049861606, 1.0]","[0.0, 0.5708848228756318]","[0.0, 0.8144699720878459]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,[1],"[0.4485258403637451, 1.0]","[0.0, 0.7461477707424302]","[0.0, 0.7523667001881759]","[0.0, 0.8084580984674902]","[0.0, 0.8504687579687001]","[0.0, 0.8501476526905369]","[0.0, 0.8509664310695809]","[0.0, 0.8611775301957393]","[0.0, 0.8820542957967598]","[0.0, 0.9145908714821113]","[0.0, 0.9591488842268642]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9886723305085267]","[0.0, 0.8793114943800359]","[0.0, 0.8025925134757185]","[0.0, 0.7465447844882768]","[0.0, 0.7046574470180527]","[0.0, 0.6729027943126292]","[0.0, 0.6487160697340917]","[0.0, 0.630397525718017]","[0.0, 0.6168022874365457]","[0.0, 0.607146321836035]","[0.0, 0.6009071894590949]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,[1],"[1.6040697723937398, 1.0]","[0.0, 0.5071352107689843]","[0.0, 0.9118278983403462]","[0.0, 0.9010765181256792]","[0.0, 0.9862469045584108]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,[1],"[0.3614533607539968, 1.0]","[0.0, 0.8749839481159726]","[0.0, 0.8963746269234856]","[0.0, 0.9705461195355518]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,[1],"[0.6500000049658461, 1.0]","[0.0, 0.8288478673015865]","[0.0, 0.8145895945630114]","[0.0, 0.8535714071486691]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,[1],"[0.8336160586805726, 1.0]","[0.0, 0.8813169044397224]","[0.0, 0.8881519200070087]","[0.0, 0.6428706916275526]","[0.0, 0.6225344826721038]","[0.0, 0.6094424285407182]","[0.0, 0.5578590909679277]","[0.0, 0.5192542793244879]","[0.0, 0.49419385671118565]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,[1],"[1.9019607892651447, 1.0]","[0.0, 0.933512842294159]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,[1],"[1.5365054684414345, 1.0]","[0.0, 0.7798825900605014]","[0.0, 0.6236694597485972]","[0.0, 0.418493071598259]","[0.0, 0.5958932649177001]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,[1],"[2.155555560507, 1.0]","[0.0, 0.7913212759307529]","[0.0, 0.7607759452258633]","[0.0, 0.8087268616029291]","[0.0, 0.9951265804362613]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,[1],"[3.2471008078074703, 1.0]","[0.0, 0.27658023149958033]","[0.0, 0.30268461366008875]","[0.0, 0.35251602336569227]","[0.0, 0.42926916365465057]","[0.0, 0.5857827825417447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,[1],"[2.0243902488843055, 1.0]","[0.0, 0.733848794132511]","[0.0, 0.8654749556541843]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,[1],"[1.1379310394341142, 1.0]","[0.0, 0.40287531769224033]","[0.0, 0.41177155436743584]","[0.0, 0.5800705974012831]","[0.0, 0.8692663394601713]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,[1],"[2.750000004953098, 1.0]","[0.0, 0.1586254444852573]","[0.0, 0.19490356148310173]","[0.0, 0.25027407049502975]","[0.0, 0.3640350893760683]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,[1],"[1.8611111160633282, 1.0]","[0.0, 0.43392573474875024]","[0.0, 0.7836572483496038]","[0.0, 0.979513827944108]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,[1],"[1.3392857192376362, 1.0]","[0.0, 0.8352996271749981]","[0.0, 0.9571490338331569]","[0.0, 0.5372352964129375]","[0.0, 0.8183015024154505]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,[1],"[0.8095238144761414, 1.0]","[0.0, 0.4767780134217806]","[0.0, 0.7584143615097745]","[0.0, 0.9380869393778504]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,[1],"[2.1750000049514924, 1.0]","[0.0, 0.5097703204968602]","[0.0, 0.7723122826333184]","[0.0, 0.8487834880854329]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,[1],"[1.6595744730967061, 1.0]","[0.0, 0.7515003627085044]","[0.0, 0.9486446590721201]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,[1],"[0.8177272776932246, 1.0]","[0.0, 0.9074623373987623]","[0.0, 0.9018103186606482]","[0.0, 0.9695997763597136]","[0.0, 0.9940320134473073]","[0.0, 0.9560085717500856]","[0.0, 0.8731471807563993]","[0.0, 0.8227646020494144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,[1],"[1.142857147808732, 1.0]","[0.0, 0.6721048256271842]","[0.0, 0.969846754502916]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9438290069917732]","[0.0, 0.9438290151072302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,[1],"[1.4339622691023917, 1.0]","[0.0, 0.7917082194189786]","[0.0, 1.0]","[0.0, 0.8511242776917565]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,[1],"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,[1],"[1.500000004954, 1.0]","[0.0, 0.1462887920401551]","[0.0, 0.17998923962796906]","[0.0, 0.21450172127343087]","[0.0, 0.2541946563319031]","[0.0, 0.3071217647945729]","[0.0, 0.38090027637037716]","[0.0, 0.49124586576042656]","[0.0, 0.6872205877130001]","[0.0, 0.991547701152164]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,[1],"[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,[1],"[0.9492287649792014, 1.0]","[0.0, 0.41241245668139137]","[0.0, 0.3012553030760611]","[0.0, 0.25230186044858804]","[0.0, 0.3974687357608101]","[0.0, 0.7967990816115668]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,[1],"[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,[1],"[0.7802184317485392, 1.0]","[0.0, 0.689559165243886]","[0.0, 0.6117867666010685]","[0.0, 0.5035784150474738]","[0.0, 0.3967539654320737]","[0.0, 0.3800649307260393]","[0.0, 0.3716863012244898]","[0.0, 0.3380952815079966]","[0.0, 0.3819198427673823]","[0.0, 0.4416821564025401]","[0.0, 0.5345351794840919]","[0.0, 0.7115992501895897]","[0.0, 0.832764301228217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
