,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140
555,[1],"[0.6586277028193033, 1.0]","[0.0, 0.6156082641016634]","[0.0, 0.6105810363176514]","[0.0, 0.7140798135805575]","[0.0, 0.7364001323225073]","[0.0, 0.8480595641836273]","[0.0, 0.9020186292356688]","[0.0, 0.9320953092165868]","[0.0, 0.9660659635559763]","[0.0, 0.997694552480792]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,[1],"[0.505481020996501, 1.0]","[0.0, 0.956390851798174]","[0.0, 0.9981940808554035]","[0.0, 1.0]","[0.0, 0.963998986144215]","[0.0, 0.7730398006792785]","[0.0, 0.6285274569060768]","[0.0, 0.42143292537648847]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,[1],"[1.2500000049524524, 1.0]","[0.0, 0.6032323350362834]","[0.0, 0.5604135277505631]","[0.0, 0.8193901276581852]","[0.0, 0.8820948737225809]","[0.0, 0.915964696157303]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,[1],"[7.950000004967401, 1.0]","[0.0, 0.6681626205828075]","[0.0, 0.7153961437505373]","[0.0, 0.8329018968137607]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,[1],"[0.1340861905247922, 1.0]","[0.0, 0.9345148688800253]","[0.0, 0.9336687020073203]","[0.0, 0.9983429174615449]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,[1],"[1.7462686616681504, 1.0]","[0.15696034511365517, 0.9581143801498867]","[0.0, 0.8234968516601119]","[0.0, 0.7379816890489497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,[1],"[2.1019230818754617, 1.0]","[0.0, 0.39883172637061054]","[0.0, 0.6747515876632232]","[0.0, 0.811249140282208]","[0.0, 0.9953116168694229]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,[1],"[1.2954545504062598, 1.0]","[0.0, 0.6297478348281942]","[0.0, 0.820439935141076]","[0.0, 0.8692536203768957]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,[1],"[2.018518523470129, 1.0]","[0.0, 0.8578043921828747]","[0.0, 0.9907377925956437]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,[1],"[1.758620694608451, 1.0]","[0.0, 0.1939827858756855]","[0.0, 0.3425256399533218]","[0.0, 0.4913462754711076]","[0.0, 0.8405878776661382]","[0.0, 0.9427808725067446]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,[1],"[0.4034659391125896, 1.0]","[0.0, 0.7349565582934575]","[0.0, 0.8074405884845082]","[0.0, 0.8427440677351186]","[0.0, 0.88971498602431]","[0.0, 0.9273688273262044]","[0.0, 0.9431844695083805]","[0.0, 0.972123304615637]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.7873151522587282]","[0.0, 0.7873141878683914]","[0.0, 0.787314004952333]","[0.0, 0.754269230400378]","[0.0, 0.6958266025876347]","[0.0, 0.6498918335548283]","[0.0, 0.6154308930664869]","[0.0, 0.5894374812136257]","[0.0, 0.5707520761456955]","[0.0, 0.558173970970966]","[0.0, 0.5504881710370084]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,[1],"[0.5476734714796885, 1.0]","[0.0, 0.7347902669793623]","[0.0, 0.7253924253926284]","[0.0, 0.7325097157872149]","[0.0, 0.9051356605438489]","[0.0, 0.9699874907683762]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9743330660482783]","[0.0, 0.974333066048239]","[0.0, 0.9696261468101778]","[0.0, 0.9455882500938938]","[0.0, 0.9295330287422632]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,[1],"[1.503055127781639, 1.0]","[0.0, 0.48189244869810965]","[0.0, 0.3886241408214653]","[0.0, 0.3476327666621803]","[0.0, 0.32465113953764163]","[0.0, 0.31040687582418114]","[0.0, 0.30129346895867787]","[0.0, 0.2956280420756091]","[0.0, 0.2925970999245908]","[0.0, 0.2918608816774887]","[0.0, 0.29347613654391175]","[0.0, 0.29713269904023104]","[0.0, 0.3041312983188959]","[0.0, 0.313421175117962]","[0.0, 0.32421713079657494]","[0.0, 0.33694851339313475]","[0.0, 0.35226191673298396]","[0.0, 0.3712849342454048]","[0.0, 0.39537270111438705]","[0.0, 0.4267261931853914]","[0.0, 0.4697248985677186]","[0.0, 0.5337811414229418]","[0.0, 0.6445201054466171]","[0.0, 0.9092131473431392]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,[1],"[1.2985886373511264, 1.0]","[0.8860686763350394, 0.9531655771410507]","[0.0, 0.0671949866571767]","[0.0, 0.08431104573498133]","[0.0, 0.11393115327238419]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,[1],"[1.495712575478499, 1.0]","[0.2324003392705683, 0.9425038462694768]","[0.0, 0.6730490735373562]","[0.0, 0.6131442706824356]","[0.0, 0.5757299139564795]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,[1],"[2.407948160940205, 1.0]","[0.5705579584422341, 0.9549482999925413]","[0.0, 0.3798509096567464]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,[1],"[0.40611621322316793, 1.0]","[0.0, 0.6195366160143624]","[0.0, 0.822214675669659]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.7982829022332241]","[0.0, 0.6399260113038882]","[0.0, 0.5459490579569022]","[0.0, 0.48501644552578294]","[0.0, 0.44985026078423807]","[0.0, 0.449850124433798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,[1],"[8.315789478639298, 1.0]","[0.0, 0.34224761355610805]","[0.0, 0.3588249551305957]","[0.0, 0.37307502137599724]","[0.0, 0.39112204614299195]","[0.0, 0.4153963167341818]","[0.0, 0.4481951687946045]","[0.0, 0.5097915481536289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,[1],"[1.1074609805683435, 1.0]","[0.14441219158200297, 0.9213624022679622]","[0.0, 0.7492748613166889]","[0.0, 0.7359374370103572]","[0.0, 0.4867238837841242]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,[1],"[1.7843137304715067, 1.0]","[0.0, 0.6503647068168972]","[0.0, 0.8286965263849192]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,[1],"[3.142857147836528, 1.0]","[0.0, 0.4540462695317693]","[0.0, 0.6353342310626726]","[0.0, 0.7942062829586396]","[0.0, 0.9871226634586598]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,[1],"[2.0918070938538813, 1.0]","[0.0, 0.5792553780718116]","[0.0, 0.6875100291794298]","[0.0, 0.9920959032435674]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,[1],"[0.36905274557100654, 1.0]","[0.0, 0.7775490838792535]","[0.0, 0.8320030148926384]","[0.0, 0.8939565595348188]","[0.0, 0.9230961035737054]","[0.0, 0.9815452849423802]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9910175345132465]","[0.0, 0.9618138363557381]","[0.0, 0.9398029838334684]","[0.0, 0.9236307454661017]","[0.0, 0.9123291683227178]","[0.0, 0.905207261601252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,[1],"[1.783783788758919, 1.0]","[0.0, 0.46874357062278676]","[0.0, 0.6122097457262853]","[0.0, 0.874648233943367]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,[1],"[2.147793731693125, 1.0]","[0.0, 0.832476741343809]","[0.0, 0.8943609601603634]","[0.0, 0.8819430224377103]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,[1],"[3.258064521082019, 1.0]","[0.0, 0.435862634574288]","[0.0, 0.6365316495858321]","[0.0, 0.8252577166350497]","[0.0, 0.8494810494104396]","[0.0, 0.8883517465486203]","[0.0, 0.9515072409113419]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,[1],"[0.06345427780143276, 1.0]","[0.0, 0.9734740979919098]","[0.0, 0.964454352694443]","[0.0, 0.9582483828278736]","[0.0, 0.9594584926772514]","[0.0, 0.9696027304150685]","[0.0, 0.9897967980476539]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,[1],"[0.34763607675283065, 1.0]","[0.0, 0.7973229979930243]","[0.0, 0.785388880913343]","[0.0, 0.8249632485934232]","[0.0, 0.8733405048436449]","[0.0, 0.8879220499394795]","[0.0, 0.906361576825128]","[0.0, 0.9361164509982359]","[0.0, 0.9814533270192931]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,[1],"[1.3354698731265957, 1.0]","[0.18611746758199835, 0.8584868764768968]","[0.0, 0.5773385182608727]","[0.0, 0.729552471165792]","[0.0, 0.6791134570546276]","[0.0, 0.6367075295497422]","[0.0, 0.5801888826689372]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,[1],"[1.2089356159914015, 1.0]","[0.0, 0.2578391162927234]","[0.0, 0.32049644656864673]","[0.0, 0.38517493085599597]","[0.0, 0.4633952721562356]","[0.0, 0.5778455615920612]","[0.0, 0.7469278190528771]","[0.0, 0.9632748801749736]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,[1],"[0.40411471553369754, 1.0]","[0.0, 0.7676226899332801]","[0.0, 0.8594133628429764]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9231233720964029]","[0.0, 0.7624670654778084]","[0.0, 0.641216908030053]","[0.0, 0.5591037362610405]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,[1],"[5.379310349799907, 1.0]","[0.0, 0.7708357380674329]","[0.0, 0.835948404469371]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,[1],"[2.4864864914391402, 1.0]","[0.0, 0.24128082114465935]","[0.0, 0.3868363169810596]","[0.0, 0.8537034638032481]","[0.0, 0.9108788691930724]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,[1],"[3.7142857192626932, 1.0]","[0.0, 0.5373627036011843]","[0.0, 0.7543748325528357]","[0.0, 0.9325464854663671]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,[1],"[1.1813706978719736, 1.0]","[0.0, 0.8575588982203303]","[0.0, 0.9880321976140523]","[0.0, 1.0]","[0.0, 0.8191478964974399]","[0.0, 0.7970685137309671]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,[1],"[1.4062500049513726, 1.0]","[0.0, 0.9182086987157018]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,[1],"[1.2500000049526006, 1.0]","[0.0, 0.44633027184957297]","[0.0, 0.5300296026443281]","[0.0, 0.6105686466866552]","[0.0, 0.629413361702184]","[0.0, 0.6269595561630635]","[0.0, 0.5543261189687307]","[0.0, 0.708836876410965]","[0.0, 0.9806121904097866]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,[1],"[0.1717023726538652, 1.0]","[0.0, 0.9554259851278465]","[0.0, 0.9633661623425253]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.970255437887232]","[0.0, 0.906110960580496]","[0.0, 0.8625000366670732]","[0.0, 0.8256585124640613]","[0.0, 0.7858972161662628]","[0.0, 0.7370446867966101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,[1],"[0.9062500049647286, 1.0]","[0.0, 0.8929875550527189]","[0.0, 0.8800719566864723]","[0.0, 0.909806030208509]","[0.0, 0.9561409651374182]","[0.0, 0.8287345281059618]","[0.0, 0.6884150110960168]","[0.0, 0.6884171537781745]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,[1],"[2.130434787560651, 1.0]","[0.0, 0.5626440135955307]","[0.0, 0.7556298680890516]","[0.0, 0.951199469978968]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,[1],"[2.145000004951488, 1.0]","[0.0, 0.778132968443026]","[0.0, 0.8739396634090788]","[0.0, 0.7964754448486144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,[1],"[5.13250000497299, 1.0]","[0.0, 0.699501478186365]","[0.0, 0.7099233578339379]","[0.0, 0.8679626041843831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
